Date,Date,bitcoin_cash_MAvg_Close,bitcoin_MAvg_Close,bitconnect_MAvg_Close,dash_MAvg_Close,ethereum_MAvg_Close,ethereum_classic_MAvg_Close,iota_MAvg_Close,litecoin_MAvg_Close,monero_MAvg_Close,nem_MAvg_Close,neo_MAvg_Close,numeraire_MAvg_Close,omisego_MAvg_Close,qtum_MAvg_Close,ripple_MAvg_Close,stratis_MAvg_Close,waves_MAvg_Close
"Jan 02, 2018",02/01/18,2558.8,14265.2,411,1107.8,804.6,32.4,3.8,238.9,363.8,1.1,81.7,36.8,19.8,61.3,2.4,15.3,12.8
"Jan 03, 2018",03/01/18,2584.1,14613.4,420.5,1147.5,873.3,34.6,4,243.4,384.8,1.3,91.6,38.5,20.1,60.2,2.7,16.2,13
"Jan 04, 2018",04/01/18,2583.3,15260.8,434.9,1206.1,942.7,35.4,4.1,247.5,399.5,1.5,98.3,37.7,20.3,59.1,2.9,16.4,13
"Jan 05, 2018",05/01/18,2541.1,16076.6,426.3,1184.3,980.5,35.8,4,245.3,400,1.7,100,35.7,19.7,59.8,3.1,16.1,12.5
"Jan 06, 2018",06/01/18,2600.4,16851.9,426.9,1215.7,1006.8,37,3.9,262.4,413.6,1.6,98.4,33.8,19.3,71.6,3.1,15.8,12.5
"Jan 07, 2018",07/01/18,2719.3,17144.7,409.7,1234.3,1064.2,38.5,3.9,278.1,432.3,1.7,99.5,35.3,20.8,81,3.2,16.1,12.6
"Jan 08, 2018",08/01/18,2665,16391.6,396.1,1212.7,1114.5,37.8,4,280.2,439.1,1.7,101.9,41,22.5,78.8,3,18.3,13.1
"Jan 09, 2018",09/01/18,2533.3,15414.4,364,1161.7,1200.5,37.8,3.8,263.7,425.9,1.7,110.6,45.2,24.5,65,2.6,19.4,13.2
"Jan 10, 2018",10/01/18,2569.5,14912.9,347.4,1102,1234.7,36.5,3.7,251.1,408.7,1.5,117.4,47.6,24.2,54.4,2.2,20.2,13.1
"Jan 11, 2018",11/01/18,2583.2,14324.8,327.6,1075.4,1236.8,36,3.6,242.3,392.2,1.4,119.4,45.3,23.4,51,2,18.3,12.1
"Jan 12, 2018",12/01/18,2659.7,14119.9,317.5,1056.4,1228,35.4,3.6,238.9,386,1.4,118.6,44.9,22.6,50.1,2,18,11.6
"Jan 13, 2018",13/01/18,2589.6,13915.5,314.4,1054.3,1274.8,37.2,3.7,241.8,390.1,1.4,124.5,46,23.4,50.3,2,18.2,11.3
"Jan 14, 2018",14/01/18,2619.9,14037.6,311.5,1056.4,1345.5,40.6,3.8,244.9,404.8,1.4,145.2,47.4,24.1,53.1,2,19.5,11.4
"Jan 15, 2018",15/01/18,2546.7,13984,289.1,1017.8,1351.7,41.9,3.7,243.5,411.4,1.4,166.1,45.8,24,53.8,1.9,20.2,11.2
"Jan 16, 2018",16/01/18,2242.3,13027.4,189.6,904.3,1237.5,37.3,3.3,219.9,378,1.3,167.7,38.1,21.2,47.6,1.6,18.6,10.1
"Jan 17, 2018",17/01/18,1973.9,12166.3,99.3,830.8,1120,32.7,2.9,202.5,351.3,1.1,158,32.2,19.3,41.7,1.4,16.8,9.1
"Jan 18, 2018",18/01/18,1759,11384.7,26.5,796.2,1034.7,29.3,2.7,189.2,318.6,1,143.1,30.2,17.7,36.6,1.4,14.8,8.4
"Jan 19, 2018",19/01/18,1758.1,11423.6,29.8,825.1,1029.9,30.3,2.7,190.8,333.4,1.1,141.2,31.7,18.1,37.7,1.5,14.7,8.5
"Jan 20, 2018",20/01/18,1852.8,11993.8,29.5,869.3,1076.8,32.3,2.8,198.9,355,1.1,144,33.6,18.6,42.6,1.6,15.2,9
"Jan 21, 2018",21/01/18,1859.5,12035.6,22.9,863.5,1081.3,32.3,2.8,198.1,364.5,1.1,140.2,31.8,18.4,44.4,1.5,14.7,8.9
"Jan 22, 2018",22/01/18,1810.2,11810.2,18.8,835.9,1069.3,31.5,2.7,193.8,348.3,1.1,134.9,29.8,17.4,44.7,1.4,13.7,8.7
"Jan 23, 2018",23/01/18,1673.3,11133.3,16.9,779.6,1013,29.3,2.6,182.7,323.1,1,125.5,27.4,16.2,40.6,1.4,12.5,8.3
"Jan 24, 2018",24/01/18,1627.5,11053.1,15.4,765.2,1016.1,29.1,2.5,179.3,313.9,1,127.2,27.6,16.5,39.9,1.4,12.3,8.4
"Jan 25, 2018",25/01/18,1634.2,11162.4,14,776,1033.7,29.1,2.4,179.4,314.3,1,132,27.8,17.3,40.1,1.3,12.6,8.7
"Jan 26, 2018",26/01/18,1628.4,11263.4,12.3,784.4,1056.7,29.2,2.4,179,319.4,0.9,137.4,27.6,17.5,40.3,1.3,12.9,8.9
"Jan 27, 2018",27/01/18,1624.9,11290.5,11.4,784,1072.8,29.2,2.4,179.3,320.7,0.9,138.7,27.7,16.8,40,1.3,13.5,9
"Jan 28, 2018",28/01/18,1659.6,11466.1,10,789.5,1136.1,30.4,2.4,183.8,325.7,1,143.4,28.3,16.6,41,1.3,14.1,9.1
"Jan 29, 2018",29/01/18,1677.3,11507.8,8.6,784.6,1178.5,31.4,2.5,185.5,323.4,1,153.5,28.4,16.7,42.2,1.3,14.6,9
"Jan 30, 2018",30/01/18,1624.6,11063,7.1,752.3,1166.5,30.6,2.4,180.3,307.6,0.9,155.5,26.4,16.3,41.5,1.3,13.8,8.5
"Jan 31, 2018",31/01/18,1538.2,10541.3,7.2,714,1123.9,29.2,2.4,170.1,287.8,0.8,153.4,23.7,15.9,41,1.2,13,8
"Feb 01, 2018",01/02/18,1410.6,9832.6,7.9,663.8,1075.4,27,2.1,157,262.6,0.7,139.3,21.1,14.9,38.4,1.1,11.5,7.3
"Feb 02, 2018",02/02/18,1317.5,9407.5,8.1,633.8,1023.6,25.6,2,145.7,249.8,0.7,130.6,19.5,14.3,36,1,10.6,6.9
"Feb 03, 2018",03/02/18,1246,9058.7,7.4,613.8,972.2,24.1,1.9,144.6,242.7,0.6,123,18.9,13.8,32,0.9,9.7,6.5
"Feb 04, 2018",04/02/18,1209.7,8760.9,6.2,591.4,904.8,22.8,1.8,146.6,236.1,0.6,116.8,17.8,13.1,28.8,0.9,9,6.2
"Feb 05, 2018",05/02/18,1108.4,8135.7,5.4,546.3,832.2,20.6,1.7,144.5,217.4,0.5,104.3,16.4,11.8,25.6,0.8,7.9,5.6
"Feb 06, 2018",06/02/18,1009.1,7662.1,5.1,510,775.3,19,1.6,138.8,204.3,0.5,98.6,14.8,10.9,23.6,0.8,7,5.1
"Feb 07, 2018",07/02/18,940,7443.5,4.1,500.6,749.4,18,1.6,135.5,199.7,0.5,96.9,14.8,10.5,22.1,0.7,6.5,4.9
"Feb 08, 2018",08/02/18,1072.3,7880.3,3.5,551.8,789.3,19.8,1.7,143.6,222.3,0.6,107,15.5,11.4,24.1,0.8,6.9,5.2
"Feb 09, 2018",09/02/18,1184.9,8208,2.3,588.3,819.6,22,1.8,150.5,238.3,0.6,110.8,15.8,12,26.5,0.8,7.3,5.5
"Feb 10, 2018",10/02/18,1284.7,8541.5,2.3,625.6,854,24.1,1.9,156.3,252.6,0.6,113.5,17,12.5,29.3,0.9,7.8,5.8
"Feb 11, 2018",11/02/18,1262.4,8496.3,2.3,617.3,853,24.9,1.8,156.2,246.6,0.6,110.5,18,12.5,29.6,1,7.7,5.7
"Feb 12, 2018",12/02/18,1253,8559.5,2.5,611.6,847.9,26.2,1.8,155.4,242.4,0.6,109.1,19.9,12.4,29.3,1.1,7.6,5.6
"Feb 13, 2018",13/02/18,1244.5,8551.6,2.8,598.7,842.9,29.3,1.8,156.7,237.2,0.5,109.3,20.2,12.6,29.2,1,7.6,5.6
"Feb 14, 2018",14/02/18,1292.7,9006.5,3.3,631.7,879.2,33,1.9,178.2,253,0.6,115.6,21.4,13.8,30.9,1.1,8.4,5.9
"Feb 15, 2018",15/02/18,1323.4,9419.8,3.6,659.4,901.9,34.5,2,199.4,271.5,0.6,119,21.5,15.1,31.9,1.1,8.9,6.7
"Feb 16, 2018",16/02/18,1430.1,9965,4,693.9,934.9,34.9,2.1,223,292.1,0.6,124.9,21.8,16.8,32.9,1.1,9.5,7.5
"Feb 17, 2018",17/02/18,1493.1,10504.3,4.2,715,951.8,34.8,2.1,228.3,308.5,0.6,129.6,22.2,17.7,33.2,1.2,9.6,7.9
"Feb 18, 2018",18/02/18,1530.3,10632.8,4,710.1,947.4,35,2.1,225.1,307.4,0.6,131,21.6,17.7,32.6,1.2,9.5,7.8
"Feb 19, 2018",19/02/18,1524.5,10963.3,4,720.1,947.3,36.4,2.1,222.8,314.1,0.6,133.9,22.7,17.5,32.5,1.2,9.7,7.8
"Feb 20, 2018",20/02/18,1480.3,11060.3,3.7,701,921.1,37.5,2,223.9,307,0.5,131.1,22.9,17.6,31.7,1.1,9.4,7.9
"Feb 21, 2017",21/02/17,,0,0,0,0,0,,0,0,0,0,,,,0,0,0
"Feb 22, 2017",22/02/17,,0,0,0,0,0,,0,0,0,0,,,,0,0,0
"Feb 23, 2017",23/02/17,,1133.2,0.7,22.9,12.8,1.2,,3.8,12.7,0,0.1,,,,0,0.1,0.2
"Feb 24, 2017",24/02/17,,1152.6,0.8,24.5,12.9,1.2,,3.8,12.5,0,0.1,,,,0,0.1,0.2
"Feb 25, 2017",25/02/17,,1161.4,0.8,26.1,13.2,1.2,,3.8,12.2,0,0.1,,,,0,0.1,0.2
"Feb 26, 2017",26/02/17,,1160.9,0.8,27,13.7,1.2,,3.8,11.9,0,0.1,,,,0,0.1,0.2
"Feb 27, 2017",27/02/17,,1163,0.8,27.7,14.5,1.2,,3.8,11.9,0,0.1,,,,0,0.1,0.2
"Feb 28, 2017",28/02/17,,1175,0.8,29.6,15.2,1.2,,3.8,12,0,0.1,,,,0,0.1,0.2
"Mar 01, 2017",01/03/17,,1194.1,0.8,34.4,16.2,1.3,,3.8,12.2,0,0.1,,,,0,0.1,0.2
"Mar 02, 2017",02/03/17,,1217.8,0.8,39.2,17.4,1.3,,3.8,12.6,0,0.1,,,,0,0.1,0.2
"Mar 03, 2017",03/03/17,,1249.5,0.9,44.1,18.6,1.4,,3.9,13.1,0,0.1,,,,0,0.1,0.2
"Mar 04, 2017",04/03/17,,1260.4,0.9,44.4,19,1.4,,3.9,13.6,0,0.1,,,,0,0.1,0.2
"Mar 05, 2017",05/03/17,,1265.8,0.9,44.4,19.1,1.4,,3.9,14.3,0,0.1,,,,0,0.1,0.2
"Mar 06, 2017",06/03/17,,1265,0.9,44.1,19.2,1.4,,3.9,14.8,0,0.1,,,,0,0.1,0.2
"Mar 07, 2017",07/03/17,,1254.5,0.9,44.8,19.3,1.4,,3.9,14.7,0,0.1,,,,0,0.1,0.2
"Mar 08, 2017",08/03/17,,1215.5,0.9,44.8,18.4,1.4,,3.8,13.8,0,0.1,,,,0,0.1,0.2
"Mar 09, 2017",09/03/17,,1187.3,1.1,46.4,17.8,1.3,,3.8,13,0,0.1,,,,0,0.1,0.2
"Mar 10, 2017",10/03/17,,1151.7,1.4,47.9,17.9,1.3,,3.8,12.9,0,0.1,,,,0,0.1,0.2
"Mar 11, 2017",11/03/17,,1160.3,1.7,58.1,19.5,1.3,,3.8,13.6,0,0.1,,,,0,0.1,0.2
"Mar 12, 2017",12/03/17,,1171.3,1.8,66.8,21.4,1.4,,3.8,14.9,0,0.1,,,,0,0.1,0.2
"Mar 13, 2017",13/03/17,,1209.7,1.8,74.9,24.5,1.5,,3.9,16.5,0,0.1,,,,0,0.1,0.2
"Mar 14, 2017",14/03/17,,1231.1,1.8,80,26.9,1.6,,4,17.6,0,0.1,,,,0,0.1,0.3
"Mar 15, 2017",15/03/17,,1240.5,1.9,86,30.8,1.7,,4.1,18.3,0,0.1,,,,0,0.1,0.3
"Mar 16, 2017",16/03/17,,1225.8,1.9,91,36.7,1.9,,4.2,19.7,0,0.1,,,,0,0.1,0.3
"Mar 17, 2017",17/03/17,,1179.2,1.8,94.7,42.7,1.9,,4.2,21.3,0,0.1,,,,0,0.1,0.3
"Mar 18, 2017",18/03/17,,1087.3,1.7,99.4,42.4,1.9,,4.1,21.6,0,0.1,,,,0,0.1,0.3
"Mar 19, 2017",19/03/17,,1036.9,1.7,105.5,41.9,1.8,,4,21.9,0,0.2,,,,0,0.1,0.3
"Mar 20, 2017",20/03/17,,1021.6,1.7,105.8,40.8,1.9,,4,22,0,0.2,,,,0,0.1,0.3
"Mar 21, 2017",21/03/17,,1070.5,1.8,101.2,43.8,2.1,,4,22.4,0,0.2,,,,0,0.1,0.3
"Mar 22, 2017",22/03/17,,1074.6,1.8,99,43,2.3,,4,21.7,0,0.2,,,,0,0.1,0.3
"Mar 23, 2017",23/03/17,,1069.4,1.9,99.4,43.1,2.4,,4,21.5,0,0.2,,,,0,0.1,0.3
"Mar 24, 2017",24/03/17,,1008.4,2.4,100.1,46.4,2.4,,4,21.4,0,0.2,,,,0,0.1,0.3
"Mar 25, 2017",25/03/17,,983,2.8,97.7,49.3,2.3,,4,21,0,0.2,,,,0,0.1,0.3
"Mar 26, 2017",26/03/17,,959,3.1,95.1,51.6,2.3,,4.1,20.3,0,0.2,,,,0,0.1,0.3
"Mar 27, 2017",27/03/17,,995.1,3.1,91.2,50.5,2.2,,4.1,19.8,0,0.2,,,,0,0.2,0.3
"Mar 28, 2017",28/03/17,,1019.9,3.2,89.1,50.3,2.2,,4.1,19.7,0,0.2,,,,0,0.2,0.4
"Mar 29, 2017",29/03/17,,1044.3,3.3,86,51.2,2.2,,4.1,20.2,0,0.2,,,,0,0.2,0.4
"Mar 30, 2017",30/03/17,,1037.8,3.4,84,52,2.5,,5.1,20.6,0,0.2,,,,0,0.2,0.4
"Mar 31, 2017",31/03/17,,1046.1,3.4,79.6,51.8,2.7,,5.9,20.9,0,0.2,,,,0,0.2,0.4
"Apr 01, 2017",01/04/17,,1059.6,3.6,74.4,51,2.8,,6.8,21,0,0.2,,,,0,0.2,0.4
"Apr 02, 2017",02/04/17,,1084.8,3.8,66.9,49.8,2.7,,7.1,20.7,0,0.2,,,,0,0.2,0.4
"Apr 03, 2017",03/04/17,,1108.8,4.1,62.5,47.9,2.7,,7.6,20.7,0,0.2,,,,0,0.3,0.4
"Apr 04, 2017",04/04/17,,1126.4,4.4,62.6,45.9,2.6,,8,20.6,0,0.2,,,,0,0.3,0.4
"Apr 05, 2017",05/04/17,,1133.9,4.7,68.4,44.8,2.7,,9.1,20.4,0,0.2,,,,0,0.4,0.4
"Apr 06, 2017",06/04/17,,1146.9,4.9,70,44.4,2.7,,9.9,20.1,0,0.2,,,,0,0.4,0.4
"Apr 07, 2017",07/04/17,,1161.5,5.1,69,43.6,2.7,,10.2,19.4,0,0.2,,,,0,0.4,0.4
"Apr 08, 2017",08/04/17,,1178.5,5.5,66.8,43.2,2.7,,9.8,19.8,0,0.2,,,,0,0.4,0.4
"Apr 09, 2017",09/04/17,,1180.2,5.7,66.2,43.2,2.7,,9.3,20.3,0,0.2,,,,0,0.4,0.4
"Apr 10, 2017",10/04/17,,1183.6,5.9,64.6,43.7,2.7,,9.2,21.1,0,0.2,,,,0,0.4,0.4
"Apr 11, 2017",11/04/17,,1193.3,6.8,62.2,43.4,2.6,,8.8,21.3,0,0.2,,,,0,0.4,0.4
"Apr 12, 2017",12/04/17,,1197.5,8.4,63.3,44.4,2.6,,9.5,21.7,0,0.2,,,,0,0.4,0.4
"Apr 13, 2017",13/04/17,,1191.6,10.3,67,46.6,2.6,,9.9,21.5,0,0.2,,,,0,0.5,0.4
"Apr 14, 2017",14/04/17,,1179.1,10.7,70.4,48,2.6,,10.4,21.3,0,0.2,,,,0,0.5,0.4
"Apr 15, 2017",15/04/17,,1169.8,10.8,72.8,49,2.6,,10.4,20.9,0,0.2,,,,0,0.6,0.4
"Apr 16, 2017",16/04/17,,1174.3,10.1,73.7,48.5,2.7,,10.6,20.6,0,0.2,,,,0,0.7,0.4
"Apr 17, 2017",17/04/17,,1183.1,9.7,75.3,48.7,2.6,,10.6,20.6,0,0.2,,,,0,0.7,0.4
"Apr 18, 2017",18/04/17,,1196.2,9.4,74.6,49.2,2.7,,10.5,20.7,0,0.2,,,,0,0.7,0.4
"Apr 19, 2017",19/04/17,,1205.3,9.6,73.6,49.1,2.9,,10.1,20.7,0,0.2,,,,0,0.7,0.4
"Apr 20, 2017",20/04/17,,1217,10,72.2,49.6,3.1,,10.1,20.6,0,0.2,,,,0,0.7,0.4
"Apr 21, 2017",21/04/17,,1220.5,10,71.5,48.7,3.2,,10.4,20.3,0,0.2,,,,0,0.7,0.5
"Apr 22, 2017",22/04/17,,1227.6,10,71.2,48.8,3.2,,11.5,20.2,0,0.2,,,,0,0.7,0.5
"Apr 23, 2017",23/04/17,,1220.3,9.9,70.3,48.4,3.3,,12.7,20,0,0.2,,,,0,0.6,0.5
"Apr 24, 2017",24/04/17,,1229.7,9.9,70.8,49,3.6,,14,19.8,0,0.2,,,,0,0.6,0.5
"Apr 25, 2017",25/04/17,,1240.9,9.6,71.1,49.5,3.9,,14.7,19.6,0,0.2,,,,0,0.6,0.6
"Apr 26, 2017",26/04/17,,1265.6,9,71.9,50.9,4.2,,15,19.5,0,0.2,,,,0,0.6,0.6
"Apr 27, 2017",27/04/17,,1288.1,8.6,73.9,54.9,4.5,,14.9,20.1,0,0.2,,,,0,0.6,0.6
"Apr 28, 2017",28/04/17,,1305.1,8.5,76.4,61.7,4.8,,14.6,21,0,0.2,,,,0,0.6,0.6
"Apr 29, 2017",29/04/17,,1318.7,8.9,84.2,66.9,5.1,,14.9,22.1,0,0.2,,,,0,0.7,0.6
"Apr 30, 2017",30/04/17,,1328.7,9,88.7,72.5,5.6,,15.3,22.9,0,0.3,,,,0,0.7,0.6
"May 01, 2017",01/05/17,,1363.8,8.7,91.5,74.6,6.3,,15.8,23.1,0.1,0.3,,,,0.1,0.7,0.6
"May 02, 2017",02/05/17,,1407.4,8.3,88.6,77.5,6.7,,15.8,23.2,0.1,0.3,,,,0.1,0.8,0.6
"May 03, 2017",03/05/17,,1454.8,7.9,88.1,77.8,6.7,,17.6,23.7,0.1,0.3,,,,0.1,0.9,0.6
"May 04, 2017",04/05/17,,1493.5,7.5,89.7,84.7,7,,20.1,24.7,0.1,0.4,,,,0.1,1,0.7
"May 05, 2017",05/05/17,,1527.7,6.8,94,90.4,7.3,,23.6,26.5,0.1,0.5,,,,0.1,1.1,0.7
"May 06, 2017",06/05/17,,1557.3,7,97.2,96.4,7.5,,25.9,27.8,0.1,0.6,,,,0.1,1.2,0.7
"May 07, 2017",07/05/17,,1577,7.3,101.7,95.4,7.3,,28.2,30.1,0.1,0.6,,,,0.1,1.2,0.8
"May 08, 2017",08/05/17,,1633,8.1,102.4,94.4,7,,29.1,30.7,0.1,0.5,,,,0.1,1.2,0.8
"May 09, 2017",09/05/17,,1691.8,8,100.2,92.2,6.7,,30.9,30.6,0.1,0.5,,,,0.2,1.2,0.8
"May 10, 2017",10/05/17,,1755.3,7.9,95.3,90.7,6.6,,31.5,29.7,0.1,0.5,,,,0.2,1.2,1
"May 11, 2017",11/05/17,,1797,7.8,92.1,90.2,6.5,,32.1,29.3,0.1,0.5,,,,0.2,1.2,1.1
"May 12, 2017",12/05/17,,1786.6,7.6,90,89.4,6.5,,30,29.3,0.1,0.5,,,,0.2,1.3,1.2
"May 13, 2017",13/05/17,,1792.6,7.9,89.2,89.8,6.3,,29,28.9,0.1,0.5,,,,0.2,1.3,1.2
"May 14, 2017",14/05/17,,1779.4,8.2,88.7,90.1,6.4,,28.4,28.6,0.1,0.5,,,,0.2,1.3,1.2
"May 15, 2017",15/05/17,,1784.1,8.8,90.2,91.3,6.5,,27.7,28.3,0.1,0.5,,,,0.2,1.2,1.3
"May 16, 2017",16/05/17,,1760.6,9.2,89,90.9,6.5,,25.9,27.5,0.1,0.5,,,,0.3,1.2,1.3
"May 17, 2017",17/05/17,,1770.7,9.7,86.8,90.6,6.2,,24.7,27,0.1,0.5,,,,0.3,1.2,1.3
"May 18, 2017",18/05/17,,1820.7,10.2,86.2,92.1,6.3,,25.7,27.8,0.1,0.5,,,,0.4,1.3,1.3
"May 19, 2017",19/05/17,,1905.2,10.7,90.7,105.4,6.9,,27.2,29.7,0.2,0.6,,,,0.4,1.4,1.4
"May 20, 2017",20/05/17,,1987,11.4,96.5,117.7,7.4,,27.9,32.4,0.2,0.6,,,,0.3,1.7,1.5
"May 21, 2017",21/05/17,,2037.9,12,100.6,138,8.3,,27.2,33.9,0.2,0.7,,,,0.3,1.9,1.7
"May 22, 2017",22/05/17,,2099.8,12.4,107.8,152.9,8.9,,26.4,35.3,0.2,0.7,,,,0.3,2,1.8
"May 23, 2017",23/05/17,,2178.3,12.7,120.3,171.4,10.4,,27.9,42.1,0.3,0.8,,,,0.3,2.3,2.1
"May 24, 2017",24/05/17,,2312.5,13,134.5,182.1,13.6,,30.6,45.7,0.3,1.1,,,0,0.3,2.6,2.4
"May 25, 2017",25/05/17,,2356.3,14.2,134.1,182.2,15.7,,32.2,47,0.2,1.2,,,0,0.3,2.9,2.6
"May 26, 2017",26/05/17,,2317,14.8,125.7,175,16.5,,29.4,41.4,0.2,1.2,,,5,0.3,2.9,2.5
"May 27, 2017",27/05/17,,2182.1,15.2,110.6,164.2,15.6,,25.8,37.4,0.2,1,,,4.4,0.2,2.8,2.4
"May 28, 2017",28/05/17,,2132.4,15.3,106.8,162.9,15.6,,23.9,36.3,0.2,0.9,,,4.4,0.2,2.9,2.4
"May 29, 2017",29/05/17,,2150.1,15.9,108.2,174.4,16.5,,24.4,37.2,0.2,1,,,4.6,0.2,3.2,2.5
"May 30, 2017",30/05/17,,2195.6,16.7,115.5,199.1,17.3,,24.5,39.3,0.2,1,,,4.6,0.2,4.2,2.5
"May 31, 2017",31/05/17,,2239.2,17.7,124.8,219.2,17.8,,24.9,40.9,0.2,1,,,4.7,0.2,4.9,2.7
"Jun 01, 2017",01/06/17,,2289.9,19.3,131.1,228.3,17.7,,26.1,41.8,0.2,1.1,,,5.8,0.3,5.7,2.9
"Jun 02, 2017",02/06/17,,2394.3,21.8,139.1,225.6,17.3,,27.7,43.2,0.2,1.2,,,8.7,0.3,6.6,3.6
"Jun 03, 2017",03/06/17,,2470.6,24,141.9,223.5,16.8,,28.5,43.4,0.2,1.3,,,11.3,0.3,8,4.4
"Jun 04, 2017",04/06/17,,2505.2,25.1,144.3,231.2,17,,28.2,43.1,0.2,1.3,,,12.7,0.3,9.5,5
"Jun 05, 2017",05/06/17,,2571.3,27.8,144.2,239.4,17,,28.8,44.5,0.2,1.3,,,12,0.3,10.1,5.4
"Jun 06, 2017",06/06/17,,2687.3,31.9,144.5,252.8,17.4,,29.8,48.9,0.2,1.3,,,11.6,0.3,10.5,5.5
"Jun 07, 2017",07/06/17,,2760.7,35.4,143.5,257,17.4,,29.9,52.1,0.2,1.3,,,11.2,0.3,10.1,5.5
"Jun 08, 2017",08/06/17,,2800.3,38.4,143.5,261.4,17.5,,29.7,54.8,0.2,1.3,,,11.6,0.3,9.8,5.5
"Jun 09, 2017",09/06/17,,2787.2,42.4,144.8,267.2,17.5,,29.4,54.8,0.2,1.4,,,11.7,0.3,9.1,5.8
"Jun 10, 2017",10/06/17,,2859,48.5,148.7,293.7,18.2,,30.1,54.7,0.2,1.5,,,11.8,0.3,8.4,6
"Jun 11, 2017",11/06/17,,2909.9,52.3,163.1,320,19.6,,31.1,55.5,0.2,1.6,,,11.6,0.3,8.1,6.2
"Jun 12, 2017",12/06/17,,2855.2,50.9,170.3,359.9,20.5,,31.1,53.7,0.2,1.6,,,11.4,0.3,7.8,5.8
"Jun 13, 2017",13/06/17,,2778.3,49.8,181,379.9,20.9,0,31.1,53.5,0.2,1.7,,,11.7,0.3,8.5,5.8
"Jun 14, 2017",14/06/17,,2627.7,48.1,172.7,386,20,0,30.1,49.4,0.2,1.7,,,11.7,0.3,8.3,5.4
"Jun 15, 2017",15/06/17,,2562.7,49.3,170.2,372.8,19.3,0.5,30.4,48,0.2,1.8,,,11.8,0.3,8.5,5.4
"Jun 16, 2017",16/06/17,,2496.5,49.3,164.3,363.7,18.5,0.4,32,46.8,0.2,2.1,,,11.4,0.3,8,5.2
"Jun 17, 2017",17/06/17,,2546.3,50.4,169.2,370.5,20,0.4,37.9,48.2,0.2,2.8,,,11.2,0.3,7.9,5.2
"Jun 18, 2017",18/06/17,,2574.2,51,179.3,373.7,21.2,0.4,43.1,49.4,0.2,3.9,,,11,0.3,7.8,5.1
"Jun 19, 2017",19/06/17,,2597.9,51.1,191,373.6,22.8,0.4,48,49.7,0.2,6.9,,,10.8,0.3,7.6,5.1
"Jun 20, 2017",20/06/17,,2619.9,51.6,194.2,366.8,22.2,0.4,47.9,48.9,0.2,8.3,,,10.9,0.3,7.4,5.1
"Jun 21, 2017",21/06/17,,2666.8,51.7,189.3,355.3,21.8,0.4,48.4,47.9,0.2,10,,,11.3,0.3,7.2,5
"Jun 22, 2017",22/06/17,,2705.4,52,181.3,344.1,21.1,0.4,47.6,47.3,0.2,8.4,,,11.8,0.3,7,5
"Jun 23, 2017",23/06/17,,2713.1,53.1,181.7,338.3,20.9,0.4,47.6,48.4,0.2,8,0,,13.6,0.3,7.5,5
"Jun 24, 2017",24/06/17,,2686.3,53.6,183,333.9,20.8,0.5,46.5,48.9,0.2,6.7,0,,15.1,0.3,7.7,5
"Jun 25, 2017",25/06/17,,2647.7,53.2,181.6,322.9,21,0.5,45.2,48.4,0.2,6.4,78,,16.1,0.3,7.7,4.9
"Jun 26, 2017",26/06/17,,2558.9,50.8,172.8,299.9,20.4,0.5,43.2,45.8,0.2,5.9,82.8,,14.6,0.3,7,4.4
"Jun 27, 2017",27/06/17,,2540.1,50,170.6,289.7,20,0.4,41.9,44.3,0.2,6.1,66.5,,14,0.3,6.7,4.2
"Jun 28, 2017",28/06/17,,2535.2,50.3,174.3,297.9,19.5,0.4,41.5,44.8,0.2,6.9,55.3,,13.6,0.3,6.7,4.1
"Jun 29, 2017",29/06/17,,2555.5,51.5,179.1,308,19.1,0.4,41.5,45.3,0.2,8.3,49.7,,13.6,0.3,6.7,4.1
"Jun 30, 2017",30/06/17,,2531.7,51.8,181,308.6,19.1,0.4,41.4,45.4,0.2,9,43.4,,12.8,0.3,6.6,3.9
"Jul 01, 2017",01/07/17,,2484.9,51.1,174.9,290.8,18.5,0.4,40.1,43.2,0.2,8.8,40.8,,11.6,0.3,6.1,3.7
"Jul 02, 2017",02/07/17,,2474,51.2,173.7,285.8,18.2,0.4,40.3,42.5,0.2,8.3,40.8,,10.6,0.3,5.9,3.6
"Jul 03, 2017",03/07/17,,2501.7,51.8,173.3,281.8,17.9,0.4,42.3,42.5,0.2,8.1,43.3,,9.7,0.3,5.8,3.7
"Jul 04, 2017",04/07/17,,2557.4,53.6,179.1,281.4,17.9,0.4,47.8,44,0.2,8,41.3,,9.3,0.3,6,3.9
"Jul 05, 2017",05/07/17,,2589.2,55.3,191.1,275,17.9,0.4,51.6,44.9,0.2,8,40,,8.9,0.3,6.1,4.2
"Jul 06, 2017",06/07/17,,2604.1,57.2,201.9,270.9,17.9,0.4,53.2,47.1,0.2,7.9,38.1,,8.8,0.3,6.2,4.4
"Jul 07, 2017",07/07/17,,2576.4,57.6,206.4,261.8,17.5,0.3,50.3,46.7,0.2,7.5,34.7,,8,0.3,5.7,4.2
"Jul 08, 2017",08/07/17,,2566.2,58.6,206.3,256.1,17.2,0.3,49.9,46.8,0.2,7.4,30.9,,7.5,0.2,5.4,4
"Jul 09, 2017",09/07/17,,2536.1,58.6,200.4,246.6,16.7,0.3,49.4,45.1,0.2,7,28.4,,6.7,0.2,4.7,3.8
"Jul 10, 2017",10/07/17,,2487.4,57.7,193.1,236.4,16.2,0.3,49.4,43.7,0.1,6.8,26.6,,6.2,0.2,4.1,3.5
